study_nr,author,title,pubyear,invivo_exvivo,invivo_exvivo_nr,structures_names,structures_nr,ident_seg,ident_seg_nr,Manual_or_Automatic_segmentation,manseg_auto_seg_nr,Which_sequence_visible,sequence_nr,Field_strength,Field_strength_nr,control_patient,type_of_patient,Total_n,T1_x,T1_y,T1_z,T1_voxel_volume_cubic_mm,T2_x,T2_y,T2_z,T2_voxel_volume_cubic_mm,T2s_x,T2s_y,T2s_z,T2s_voxel_volume_cubic_mm,fT2s_x,fT2s_y,fT2s_z,fT2s_voxel_volume_cubic_mm,dwi_x,dwi_y,dwi_z,dwi_voxel_volume_cubic_mm,swi_x,swi_y,swi_z,swi_voxel_volume_cubic_mm,mt_x,mt_y,mt_z,mt_voxel_volume_cubic_mm,pd_x,pd_y,pd_z,pd_voxel_volume_cubic_mm,other_x,other_y,other_z,other_voxel_volume_cubic_mm
55,Federau,Motion correction enabled ultra high resolution in vivo 7T mri of the brain,2016,Invivo,1,substantia nigra pars reticularis,110,Identification,1,NA,0,T1 MP2RAGE,1,7.0,1,1,0,1,0.35,0.35,0.35,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Federau,Motion correction enabled ultra high resolution in vivo 7T mri of the brain,2016,Invivo,1,amygdala,3,Identification,1,NA,0,T1 MP2RAGE,1,7.0,1,1,0,1,0.35,0.35,0.35,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Federau,Motion correction enabled ultra high resolution in vivo 7T mri of the brain,2016,Invivo,1,tail of caudate,162,Identification,1,NA,0,T1 MP2RAGE,1,7.0,1,1,0,1,0.35,0.35,0.35,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Foroutan,High-Field-Strength MR Microscopy in the Human Substantia Nigra and Globus Pallidus,2013,Exvivo,2,globus pallidus internal segment,14,Segmentation,2,Manual,1,T2* ,3,21.1,4,3,8,9,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.05,0.000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Foroutan,High-Field-Strength MR Microscopy in the Human Substantia Nigra and Globus Pallidus,2013,Exvivo,2,globus pallidus external segment,15,Segmentation,2,Manual,1,T2* ,3,21.1,4,3,8,9,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.05,0.000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Foroutan,High-Field-Strength MR Microscopy in the Human Substantia Nigra and Globus Pallidus,2013,Exvivo,2,putamen,19,Segmentation,2,Manual,1,T2* ,3,21.1,4,3,8,9,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.05,0.000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Foroutan,High-Field-Strength MR Microscopy in the Human Substantia Nigra and Globus Pallidus,2013,Exvivo,2,red nucleus,91,Segmentation,2,Manual,1,T2* ,3,21.1,4,3,8,9,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.05,0.000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Foroutan,High-Field-Strength MR Microscopy in the Human Substantia Nigra and Globus Pallidus,2013,Exvivo,2,substantia nigra,104,Segmentation,2,Manual,1,T2* ,3,21.1,4,3,8,9,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,0.05,0.000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Forstmann,Cortico-Striatal Connections Predict Control over Speed and Accuracy in Perceptual Decision Making.pdf,2010,Invivo,1,subthalamic nucleus,112,Segmentation,2,Manual,1,T2*,3,7.0,1,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Forstmann,Cortico-subthalamic white matter tract strength predicts interindividual efficacy in stopping a motor response.,2012,Invivo,1,subthalamic nucleus,112,Segmentation,2,Manual,1,T2*,3,7.0,1,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,globus pallidus internal segment,14,Identification,1,NA,0,T2* ,3,7.0,1,1,0,54,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,globus pallidus external segment,15,Identification,1,NA,0,T2* ,3,7.0,1,1,0,54,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,caudate,17,Identification,1,NA,0,T1,1,7.0,1,1,0,54,0.6,0.6,0.6,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,putamen,19,Identification,1,NA,0,T1,1,7.0,1,1,0,54,0.6,0.6,0.6,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,claustrum,23,Identification,1,NA,0,T1,1,7.0,1,1,0,54,0.6,0.6,0.6,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,habenula,35,Identification,1,NA,0,T1,1,7.0,1,1,0,54,0.6,0.6,0.6,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,pineal gland,71,Identification,1,NA,0,T1,1,7.0,1,1,0,54,0.6,0.6,0.6,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,red nucleus,91,Identification,1,NA,0,T2* ,3,7.0,1,1,0,54,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,substantia nigra,104,Identification,1,NA,0,T2* ,3,7.0,1,1,0,54,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,subthalamic nucleus,112,Identification,1,NA,0,T2* ,3,7.0,1,1,0,54,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Forstmann,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,2014,Invivo,1,thalamus,115,Identification,1,NA,0,T1,1,7.0,1,1,0,54,0.6,0.6,0.6,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Forstmann,UFH MRI guided DBS,2017,Invivo,1,subthalamic nucleus,112,Identification,1,NA,0,T2* ,3,7.0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Forstmann,UFH MRI guided DBS,2017,Invivo,1,globus pallidus,13,Identification,1,NA,0,T2* ,3,7.0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Forstmann,UFH MRI guided DBS,2017,Invivo,1,anterior thalamic nucleus,116,Identification,1,NA,0,T1,1,7.0,1,2,1,1,9999,9999,9999,9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Forstmann,UFH MRI guided DBS,2017,Invivo,1,accumbens area,2,Identification,1,NA,0,T1,1,7.0,1,2,1,1,9999,9999,9999,9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Fritzsch,Seven-Tesla Magnetic Resonance Imaging in Wilson Disease Using Quantitative Susceptibility Mapping for Measurement of Copper Accumulation.,2014,Invivo,1,globus pallidus,13,Segmentation,2,Manual,1,QSM,6,7.0,1,3,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.8,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Fritzsch,Seven-Tesla Magnetic Resonance Imaging in Wilson Disease Using Quantitative Susceptibility Mapping for Measurement of Copper Accumulation.,2014,Invivo,1,head of the caudate nucleus,18,Segmentation,2,Manual,1,QSM,6,7.0,1,3,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.8,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Fritzsch,Seven-Tesla Magnetic Resonance Imaging in Wilson Disease Using Quantitative Susceptibility Mapping for Measurement of Copper Accumulation.,2014,Invivo,1,putamen,19,Segmentation,2,Manual,1,QSM,6,7.0,1,3,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.8,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Fritzsch,Seven-Tesla Magnetic Resonance Imaging in Wilson Disease Using Quantitative Susceptibility Mapping for Measurement of Copper Accumulation.,2014,Invivo,1,red nucleus,91,Segmentation,2,Manual,1,QSM,6,7.0,1,3,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.8,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Fritzsch,Seven-Tesla Magnetic Resonance Imaging in Wilson Disease Using Quantitative Susceptibility Mapping for Measurement of Copper Accumulation.,2014,Invivo,1,substantia nigra,104,Segmentation,2,Manual,1,QSM,6,7.0,1,3,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.8,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Frosini ,Nigral involvement in atypical parkinsonisms- evidence from a pilot study with uhf mri,2016,Invivo,1,nigrosome,152,Identification,1,NA,0,SWI,6,7.0,1,3,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312,0.312,1.2,0.1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Fujioka,Magnetic resonance imaging with 21.1 T and pathological correlations diffuse Lewy body disease.,2011,Exvivo,2,globus pallidus internal segment,14,Identification,1,NA,0,T2 and T2*,10,21.1,4,3,8,2,NA,NA,NA,NA,0.1,0.1,0.55,0.0055,0.1,0.1,0.55,0.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Fujioka,Magnetic resonance imaging with 21.1 T and pathological correlations diffuse Lewy body disease.,2011,Exvivo,2,globus pallidus external segment,15,Identification,1,NA,0,T2 and T2*,10,21.1,4,3,8,2,NA,NA,NA,NA,0.1,0.1,0.55,0.0055,0.1,0.1,0.55,0.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Fujioka,Magnetic resonance imaging with 21.1 T and pathological correlations diffuse Lewy body disease.,2011,Exvivo,2,putamen,19,Identification,1,NA,0,T2 and T2*,10,21.1,4,3,8,2,NA,NA,NA,NA,0.1,0.1,0.55,0.0055,0.1,0.1,0.55,0.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,Ghaznawi,Detection and characterization of small infarcts in the caudate nucleus on 7T mri - the SMRT MR study,2017,Invivo,1,caudate,17,Identification,1,NA,0,T1 and T2 and FLAIR,10,7.0,1,2,8,90,0.66,0.66,0.5,0.2178,0.35,0.35,0.35,0.04288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Gizewski,fMRI at 7 T whole-brain coverage and signal advantages even infratentorially.,2007,Invivo,1,thalamus,115,Identification,1,NA,0,functional EPI,4,7.0,1,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,3.44,3.3,39.05088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Gizewski,High-resolution anatomy of the human brain stem using 7-T MRI improved detection of inner structures and nerves.,2013,Invivo,1,nucleus nerve abducens,61,Identification,1,NA,0,PD,8,7.0,1,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,2,0.5,NA,NA,NA,NA
66,Gizewski,High-resolution anatomy of the human brain stem using 7-T MRI improved detection of inner structures and nerves.,2013,Invivo,1,nucleus nerve trigemini,62,Identification,1,NA,0,3D T2 and SWI,10,7.0,1,1,0,8,NA,NA,NA,NA,0.5,0.5,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,1,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Gizewski,High-resolution anatomy of the human brain stem using 7-T MRI improved detection of inner structures and nerves.,2013,Invivo,1,olivary complex,66,Identification,1,NA,0,3D T2 ,2,7.0,1,1,0,8,NA,NA,NA,NA,0.5,0.5,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Gizewski,High-resolution anatomy of the human brain stem using 7-T MRI improved detection of inner structures and nerves.,2013,Invivo,1,periaqueductal gray,68,Identification,1,NA,0,PD. 3D T.2 and SWI,10,7.0,1,1,0,8,NA,NA,NA,NA,0.5,0.5,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,1,0.0625,NA,NA,NA,NA,0.5,0.5,2,0.5,NA,NA,NA,NA
66,Gizewski,High-resolution anatomy of the human brain stem using 7-T MRI improved detection of inner structures and nerves.,2013,Invivo,1,raphe nuclei,84,Identification,1,NA,0,PD,8,7.0,1,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,2,0.5,NA,NA,NA,NA
66,Gizewski,High-resolution anatomy of the human brain stem using 7-T MRI improved detection of inner structures and nerves.,2013,Invivo,1,vestibular nuclei,149,Identification,1,NA,0,PD,8,7.0,1,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,2,0.5,NA,NA,NA,NA
67,Gorka,Intrinsic funcitonal connectivity of the central nucleus of the amygdala and bed nucleus of the stria terminalis,2017,Invivo,1,bed nucleus of the stria terminalis,153,Segmentation,2,Manual,1,T1,1,7.0,1,1,0,27,0.7,0.7,0.7,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,Graber,A study-specific fMRI normalization approach that operates directly on high resolution functional EPI data at 7 Tesla.,2014,Invivo,1,dentate nucleus,25,Segmentation,2,functional localizer,5,functional EPI,4,7.0,1,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.1,1.1,1.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Hammond,Development of a robust method for generating 7.0 T multichannel phase images of the brain with application to normal volunteers and patients with neurological diseases,2008,Invivo,1,globus pallidus internal segment,14,Identification,1,NA,0,Magnitude and Phase GRE,3,7.0,1,3,8,47,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,2,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Hammond,Development of a robust method for generating 7.0 T multichannel phase images of the brain with application to normal volunteers and patients with neurological diseases,2008,Invivo,1,globus pallidus external segment,15,Identification,1,NA,0,Magnitude and Phase GRE,3,7.0,1,3,8,47,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,2,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Hammond,Development of a robust method for generating 7.0 T multichannel phase images of the brain with application to normal volunteers and patients with neurological diseases,2008,Invivo,1,caudate,17,Identification,1,NA,0,Magnitude and Phase GRE,3,7.0,1,3,8,47,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,2,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Hammond,Development of a robust method for generating 7.0 T multichannel phase images of the brain with application to normal volunteers and patients with neurological diseases,2008,Invivo,1,putamen,19,Identification,1,NA,0,Magnitude and Phase GRE,3,7.0,1,3,8,47,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,2,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Hammond,Development of a robust method for generating 7.0 T multichannel phase images of the brain with application to normal volunteers and patients with neurological diseases,2008,Invivo,1,periaqueductal gray,68,Identification,1,NA,0,Magnitude and Phase GRE,3,7.0,1,3,8,47,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,2,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Hammond,Development of a robust method for generating 7.0 T multichannel phase images of the brain with application to normal volunteers and patients with neurological diseases,2008,Invivo,1,pons,79,Identification,1,NA,0,Magnitude and Phase GRE,3,7.0,1,3,8,47,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,2,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Hammond,Development of a robust method for generating 7.0 T multichannel phase images of the brain with application to normal volunteers and patients with neurological diseases,2008,Invivo,1,red nucleus,91,Identification,1,NA,0,Magnitude and Phase GRE,3,7.0,1,3,8,47,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,2,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Hammond,Development of a robust method for generating 7.0 T multichannel phase images of the brain with application to normal volunteers and patients with neurological diseases,2008,Invivo,1,substantia nigra,104,Identification,1,NA,0,Magnitude and Phase GRE,3,7.0,1,3,8,47,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,2,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Hammond,Development of a robust method for generating 7.0 T multichannel phase images of the brain with application to normal volunteers and patients with neurological diseases,2008,Invivo,1,thalamus,115,Identification,1,NA,0,Magnitude and Phase GRE,3,7.0,1,3,8,47,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,2,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Hammond,Quantitative in vivo magnetic resonance imaging of multiple sclerosis at 7 Tesla with sensitivity to iron.,2008,Invivo ,1,globus pallidus,13,Segmentation,2,Manual (slice),2,Magnitude and Phase GRE,3,7.0,1,3,2,32,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.26,2,0.1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Hammond,Quantitative in vivo magnetic resonance imaging of multiple sclerosis at 7 Tesla with sensitivity to iron.,2008,Invivo ,1,caudate,17,Segmentation,2,Manual (slice),2,Magnitude and Phase GRE,3,7.0,1,3,2,32,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.26,2,0.1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Hammond,Quantitative in vivo magnetic resonance imaging of multiple sclerosis at 7 Tesla with sensitivity to iron.,2008,Invivo ,1,putamen,19,Segmentation,2,Manual (slice),2,Magnitude and Phase GRE,3,7.0,1,3,2,32,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.26,2,0.1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Hammond,Quantitative in vivo magnetic resonance imaging of multiple sclerosis at 7 Tesla with sensitivity to iron.,2008,Invivo ,1,thalamus,115,Segmentation,2,Manual (slice),2,Magnitude and Phase GRE,3,7.0,1,3,2,32,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.26,2,0.1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Kanowski,Direct visualization of anatomic subfields within the superior aspect of the human lateral thalamus by MRI at 7T.pdf,2014,Invivo,1,medial anterior thalamic nucleus,117,Identification,1,NA,0,IRNATSE,2,7.0,1,1,0,5,NA,NA,NA,NA,0.5,0.5,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Kanowski,Direct visualization of anatomic subfields within the superior aspect of the human lateral thalamus by MRI at 7T.pdf,2014,Invivo,1,centromedian thalamic nucleus,119,Identification,1,NA,0,IRNATSE,2,7.0,1,1,0,5,NA,NA,NA,NA,0.5,0.5,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Kanowski,Direct visualization of anatomic subfields within the superior aspect of the human lateral thalamus by MRI at 7T.pdf,2014,Invivo,1,nucleus dorso-oralis internus thalamus,123,Identification,1,NA,0,IRNATSE,2,7.0,1,1,0,5,NA,NA,NA,NA,0.5,0.5,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Kanowski,Direct visualization of anatomic subfields within the superior aspect of the human lateral thalamus by MRI at 7T.pdf,2014,Invivo,1,nucleus dorso-oralis externus thalamus,124,Identification,1,NA,0,IRNATSE,2,7.0,1,1,0,5,NA,NA,NA,NA,0.5,0.5,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Kanowski,Direct visualization of anatomic subfields within the superior aspect of the human lateral thalamus by MRI at 7T.pdf,2014,Invivo,1,lateral posterior thalamic nucleus,128,Identification,1,NA,0,IRNATSE,2,7.0,1,1,0,5,NA,NA,NA,NA,0.5,0.5,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Kanowski,Direct visualization of anatomic subfields within the superior aspect of the human lateral thalamus by MRI at 7T.pdf,2014,Invivo,1,reticulatum thalamus,137,Identification,1,NA,0,IRNATSE,2,7.0,1,1,0,5,NA,NA,NA,NA,0.5,0.5,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
